Word,Language
philika ston omo philika ston omo philika ston,Greek
ti les rotese ti les rotese ti les rotese ti les,Greek
trexe pol phonaxe trexe pol phonaxe trexe pol,Greek
siga siga me siga siga me siga siga me siga siga,Greek
prospoiountai oloi apo prospoiountai oloi apo,Greek
geiotheke kai kateuthuntheke geiotheke kai,Greek
o ephis kratouse o ephis kratouse o ephis,Greek
kai tha ethela kai tha ethela kai tha ethela kai,Greek
idio kai aute idio kai aute idio kai aute idio,Greek
prospathese na se prospathese na se prospathese,Greek
polla akougontai eipe polla akougontai eipe,Greek
pragmata sunerkhonto plesion pragmata,Greek
epeide eikhen uperiskhusei epeide eikhen,Greek
throna dipla sten throna dipla sten throna dipla,Greek
e kelida e kelida e kelida e kelida e kelida,Greek
enas olokleros planetes enas olokleros planetes,Greek
mallia tou kai mallia tou kai mallia tou kai,Greek
sullogisou epises sullogisou epises sullogisou,Greek
ego eimai ego eimai ego eimai ego eimai ego,Greek
pou ephere uazi pou ephere uazi pou ephere uazi,Greek
tou pol mouant tou pol mouant tou pol mouant tou,Greek
esu eipe ekeinos esu eipe ekeinos esu eipe,Greek
kai mesa sto kai mesa sto kai mesa sto kai mesa,Greek
to semantiko to semantiko to semantiko to,Greek
prosklese kagkhase p prosklese kagkhase p,Greek
to nero e to nero e to nero e to nero e to nero,Greek
okhi tipote okhi tipote okhi tipote okhi tipote,Greek
rRika apo ta rRika apo ta rRika apo ta rRika apo,Greek
kathos ta kathos ta kathos ta kathos ta kathos,Greek
palati aute p palati aute p palati aute p palati,Greek
kai ten eperkhomenen kai ten eperkhomenen kai,Greek
kaugadizan ostoso metaxu kaugadizan ostoso,Greek
tous derbenokhoritas aiginetas tous,Greek
amudra ki ena amudra ki ena amudra ki ena amudra,Greek
khairetese o khairetese o khairetese o,Greek
o kalos uas o kalos uas o kalos uas o kalos uas,Greek
akmaia tou akmaia tou akmaia tou akmaia tou,Greek
to apospasma arkhise to apospasma arkhise to,Greek
to xereis sebasmia to xereis sebasmia to xereis,Greek
pragmati stekouaste oloi pragmati stekouaste,Greek
einai enas topos einai enas topos einai enas,Greek
ston toikho akribos ston toikho akribos ston,Greek
apantese o pol apantese o pol apantese o pol,Greek
biblio ekleise uono biblio ekleise uono biblio,Greek
den epraxe ti den epraxe ti den epraxe ti den,Greek
ze san to ze san to ze san to ze san to ze san,Greek
kanena kladi apo kanena kladi apo kanena kladi,Greek
khoris karpon apebe khoris karpon apebe khoris,Greek
o kairos etan o kairos etan o kairos etan o,Greek
thei apo te thei apo te thei apo te thei apo te,Greek
tarreoun ue to tarreoun ue to tarreoun ue to,Greek
giati den sumphonoume giati den sumphonoume,Greek
skhedia os anthropon skhedia os anthropon,Greek
uou eipe o uou eipe o uou eipe o uou eipe o uou,Greek
akousa oti ekhete akousa oti ekhete akousa oti,Greek
exorgismenos exorgismenos exorgismenos,Greek
ma anebazontas to ma anebazontas to ma,Greek
ruphes pou elaupan ruphes pou elaupan ruphes pou,Greek
axiomatikoi kai kata axiomatikoi kai kata,Greek
o nephount eipe o nephount eipe o nephount eipe,Greek
tote enas tote enas tote enas tote enas tote,Greek
e anoixiatike anastatose e anoixiatike,Greek
pleon sobara ten pleon sobara ten pleon sobara,Greek
mou epitrepeis loipon mou epitrepeis loipon mou,Greek
mo pou seuainei mo pou seuainei mo pou seuainei,Greek
me kaneis me kaneis me kaneis me kaneis me,Greek
analutika gia osa analutika gia osa analutika,Greek
giati dialexe giati dialexe giati dialexe giati,Greek
kouizats khanterakh e kouizats khanterakh e,Greek
eekeank eeebbeet  eekeank eeebbeet  eekeank,Greek
ta astra ta astra ta astra ta astra ta astra,Greek
tous edideto e tous edideto e tous edideto e,Greek
epeide theloume na epeide theloume na epeide,Greek
phurma sunaisthematon pou phurma sunaisthematon,Greek
mporeis na to mporeis na to mporeis na to,Greek
galutere kineteria duname galutere kineteria,Greek
khamogelase  khamogelase  khamogelase,Greek
suntrophos suntrophos suntrophos suntrophos,Greek
oi seuanteres oi seuanteres oi seuanteres oi,Greek
kai den katalabaineis kai den katalabaineis kai,Greek
me anakhomata me anakhomata me anakhomata me,Greek
rubos san ekeinon rubos san ekeinon rubos san,Greek
eiste polu eugenikos eiste polu eugenikos eiste,Greek
tourkopoula baphtismene pou tourkopoula,Greek
anephere loipon anephere loipon anephere loipon,Greek
ouse tora o ouse tora o ouse tora o ouse tora o,Greek
basaniseis to exera basaniseis to exera,Greek
stallon iasuiou se stallon iasuiou se stallon,Greek
tzeiuis kletheke apo tzeiuis kletheke apo,Greek
apo to notio apo to notio apo to notio apo to,Greek
ekheis ten ekheis ten ekheis ten ekheis ten,Greek
adeiasei sto metaxu adeiasei sto metaxu adeiasei,Greek
thumizoun ton ekho thumizoun ton ekho thumizoun,Greek
lumpa se agnosta lumpa se agnosta lumpa se,Greek
einai etoiuos o einai etoiuos o einai etoiuos o,Greek
ereuou psetos ue ereuou psetos ue ereuou psetos,Greek
e noemi para e noemi para e noemi para e noemi,Greek
sotero rotese o sotero rotese o sotero rotese o,Greek
ameudophragma ameudophragma ameudophragma,Greek
tha ethela tha ethela tha ethela tha ethela tha,Greek
enas aseuenios diskos enas aseuenios diskos enas,Greek
me blepeis me blepeis me blepeis me blepeis me,Greek
to sumboulio to sumboulio to sumboulio to,Greek
uparkhei kaphes gia uparkhei kaphes gia uparkhei,Greek
aspida tha mporouse aspida tha mporouse aspida,Greek
alla ti ginotan alla ti ginotan alla ti ginotan,Greek
agion theodoron kai agion theodoron kai agion,Greek
khromou leke aplonontan khromou leke aplonontan,Greek
koupho pou anoixe koupho pou anoixe koupho pou,Greek
diaplata ta anekphrasta diaplata ta anekphrasta,Greek
telika e telika e telika e telika e telika e,Greek
pame sto theatro pame sto theatro pame sto,Greek
perissotero kourasmenos apo perissotero,Greek
to plethos paremene to plethos paremene to,Greek
diorise tous ellenas diorise tous ellenas,Greek
stallike doue tou stallike doue tou stallike,Greek
ena skalisto ena skalisto ena skalisto ena,Greek
auton perioristhesan de auton perioristhesan de,Greek
aulakias na ena aulakias na ena aulakias na ena,Greek
tha trabouse ten tha trabouse ten tha trabouse,Greek
xanablepe to parelthon xanablepe to parelthon,Greek
kentron tropon tina kentron tropon tina kentron,Greek
o doukas sunekhise o doukas sunekhise o doukas,Greek
ekoinopoiese to pragma ekoinopoiese to pragma,Greek
rettore stous  rettore stous  rettore stous,Greek
pros to  pros to  pros to  pros to  pros to,Greek
etan suggenes sou etan suggenes sou etan,Greek
ekhei oso ekhei oso ekhei oso ekhei oso ekhei,Greek
tos ki o tos ki o tos ki o tos ki o tos ki o,Greek
aphentiko skephtotan kai aphentiko skephtotan,Greek
anastenaxe to  anastenaxe to  anastenaxe to,Greek
anthropoi gia na anthropoi gia na anthropoi gia,Greek
anteprobale na eklekhthosin anteprobale na,Greek
stamatese sto pleuro stamatese sto pleuro,Greek
apo uia gennetria apo uia gennetria apo uia,Greek
e phone akousteke e phone akousteke e phone,Greek
pietro gia na pietro gia na pietro gia na pietro,Greek
oi apophaseis pou oi apophaseis pou oi,Greek
me tosen prosokhen me tosen prosokhen me tosen,Greek
ti ki an ti ki an ti ki an ti ki an ti ki an,Greek
perituligma sto aristero perituligma sto,Greek
apo te zoe apo te zoe apo te zoe apo te zoe apo,Greek
to soma ton to soma ton to soma ton to soma ton,Greek
arkhise na to arkhise na to arkhise na to,Greek
Rrannike diakubernese Rrannike diakubernese,Greek
all eno kateginonto all eno kateginonto all eno,Greek
sunepeies sunepeies sunepeies sunepeies,Greek
ti suu ti suu ti suu ti suu ti suu,Greek
autoi omos autoi omos autoi omos autoi omos,Greek
o phrouros xerokatapie o phrouros xerokatapie o,Greek
ki auta ki auta ki auta ki auta ki auta,Greek
to diko mou to diko mou to diko mou to diko mou,Greek
kouizats khanterakh skephteke kouizats,Greek
ntize pantote gia ntize pantote gia ntize,Greek
lampoun ta lampoun ta lampoun ta lampoun ta,Greek
dio aioreses tou dio aioreses tou dio aioreses,Greek
phainetai pos eisai phainetai pos eisai,Greek
ktemataki ktemataki ktemataki ktemataki,Greek
teinoume na teinoume na teinoume na teinoume na,Greek
gia ten exomologese gia ten exomologese gia ten,Greek
ostoso to ktema ostoso to ktema ostoso to ktema,Greek
energo meros sto energo meros sto energo meros,Greek
otan omos etan otan omos etan otan omos etan,Greek
Rranta phremen  Rranta phremen  Rranta phremen,Greek
te ton lizan te ton lizan te ton lizan te ton,Greek
barka ellenike apo barka ellenike apo barka,Greek
eptanesion katephugen eis eptanesion katephugen,Greek
pol psithurise agrieuena pol psithurise,Greek
trupa ekei opou trupa ekei opou trupa ekei opou,Greek
eidos thanatou emellon eidos thanatou emellon,Greek
aute ten eukairia aute ten eukairia aute ten,Greek
tes tis periokhes tes tis periokhes tes tis,Greek
edunanto n apodekhthosi edunanto n apodekhthosi,Greek
na gurisoun oloi na gurisoun oloi na gurisoun,Greek
