Word,Language
shche se shche se shche se shche se shche se,Bulgarian
klasnata zatova klasnata zatova klasnata zatova,Bulgarian
ako vikash ako vikash ako vikash ako vikash ako,Bulgarian
tst za uchitelite tst za uchitelite tst za,Bulgarian
kaza na emo kaza na emo kaza na emo kaza na emo,Bulgarian
va razni zabutani va razni zabutani va razni,Bulgarian
kakvo e no kakvo e no kakvo e no kakvo e no,Bulgarian
na dve desetoklasnichki na dve desetoklasnichki,Bulgarian
za dve za dve za dve za dve za dve,Bulgarian
lo neshcho losho lo neshcho losho lo neshcho,Bulgarian
znam i znam i znam i znam i znam i,Bulgarian
vagonite na izshchpnat vagonite na izshchpnat,Bulgarian
chakai malko chakai malko chakai malko chakai,Bulgarian
v sshchoto v sshchoto v sshchoto v sshchoto v,Bulgarian
i suchenitsite i suchenitsite i suchenitsite i,Bulgarian
kash dobr den kash dobr den kash dobr den kash,Bulgarian
da rechem da rechem da rechem da rechem da,Bulgarian
obrshchash nikakvo vnimanie obrshchash nikakvo,Bulgarian
vzszdadena ti che vzszdadena ti che vzszdadena,Bulgarian
kazha ili triabvashe kazha ili triabvashe kazha,Bulgarian
kolko reda napisani kolko reda napisani kolko,Bulgarian
khm mnogo khm mnogo khm mnogo khm mnogo khm,Bulgarian
e glupav kak e glupav kak e glupav kak e glupav,Bulgarian
mezhdu tiakh e mezhdu tiakh e mezhdu tiakh e,Bulgarian
uchebnika si napravi uchebnika si napravi,Bulgarian
dori pochti dori pochti dori pochti dori pochti,Bulgarian
liavam za vchera liavam za vchera liavam za,Bulgarian
tuva vsichko tuva vsichko tuva vsichko tuva,Bulgarian
spravedlivoto v tseliia spravedlivoto v tseliia,Bulgarian
krsto kogato i krsto kogato i krsto kogato i,Bulgarian
che fizichkata shchiala che fizichkata shchiala,Bulgarian
opisval po kakv opisval po kakv opisval po kakv,Bulgarian
poveche ot poveche ot poveche ot poveche ot,Bulgarian
kani po adres kani po adres kani po adres kani,Bulgarian
a kato a kato a kato a kato a kato,Bulgarian
muzikata se izmeniashe muzikata se izmeniashe,Bulgarian
o i ti o i ti o i ti o i ti o i ti,Bulgarian
veche ne mi veche ne mi veche ne mi veche ne mi,Bulgarian
koiato shche go koiato shche go koiato shche go,Bulgarian
vsichki ostanali vsichki ostanali vsichki,Bulgarian
prez vratata se prez vratata se prez vratata se,Bulgarian
te niama te niama te niama te niama te niama,Bulgarian
lichni khitrosti i lichni khitrosti i lichni,Bulgarian
pishat dvoika pishat dvoika pishat dvoika pishat,Bulgarian
pitai neia pitai neia pitai neia pitai neia,Bulgarian
fizichkata se beshe fizichkata se beshe,Bulgarian
na vreme da na vreme da na vreme da na vreme da,Bulgarian
dvuboi stoeshe kato dvuboi stoeshe kato dvuboi,Bulgarian
rektora niama da rektora niama da rektora niama,Bulgarian
tmnitsite biakha tmnitsite biakha tmnitsite,Bulgarian
na tri dog na tri dog na tri dog na tri dog na,Bulgarian
chuvstvashe v chuvstvashe v chuvstvashe v,Bulgarian
kakvo iskash kakvo iskash kakvo iskash kakvo,Bulgarian
oshche neshcho oshche neshcho oshche neshcho,Bulgarian
s deset minuti s deset minuti s deset minuti s,Bulgarian
rodnata prosveta rodnata prosveta rodnata,Bulgarian
da trzhestvuvashcho naokolo da trzhestvuvashcho,Bulgarian
rilichno taka li rilichno taka li rilichno taka,Bulgarian
tia mozhe tia mozhe tia mozhe tia mozhe tia,Bulgarian
znaesh kato se znaesh kato se znaesh kato se,Bulgarian
miiata ne vlizashe miiata ne vlizashe miiata ne,Bulgarian
vizhdam che vizhdam che vizhdam che vizhdam che,Bulgarian
rikha za svsem rikha za svsem rikha za svsem,Bulgarian
iskra koga iskra koga iskra koga iskra koga,Bulgarian
rumen go rumen go rumen go rumen go rumen go,Bulgarian
koi go koi go koi go koi go koi go,Bulgarian
uchitel zhurnalist i uchitel zhurnalist i,Bulgarian
lezno da se lezno da se lezno da se lezno da se,Bulgarian
cho kogato tretiiat cho kogato tretiiat cho,Bulgarian
tana svsem gol tana svsem gol tana svsem gol,Bulgarian
liashe po niakoi liashe po niakoi liashe po,Bulgarian
samotata samotata samotata samotata samotata,Bulgarian
va oleliia che va oleliia che va oleliia che va,Bulgarian
vrkhu dve stranitsi vrkhu dve stranitsi vrkhu,Bulgarian
samo ot men samo ot men samo ot men samo ot men,Bulgarian
dzhon lenn niakolko dzhon lenn niakolko dzhon,Bulgarian
izskochi ot staiata izskochi ot staiata izskochi,Bulgarian
toi beshe toi beshe toi beshe toi beshe toi,Bulgarian
vaiki nazad se vaiki nazad se vaiki nazad se,Bulgarian
rumen pk sporekha rumen pk sporekha rumen pk,Bulgarian
pak ne pak ne pak ne pak ne pak ne,Bulgarian
dosta trudno dosta trudno dosta trudno dosta,Bulgarian
i nikoga i nikoga i nikoga i nikoga i nikoga,Bulgarian
kakto tia si kakto tia si kakto tia si kakto tia,Bulgarian
she nad chernata she nad chernata she nad,Bulgarian
niamash nikakva volia niamash nikakva volia,Bulgarian
s koprineni nishki s koprineni nishki s,Bulgarian
ne triabvashe ne triabvashe ne triabvashe ne,Bulgarian
otskochi nazad otskochi nazad otskochi nazad,Bulgarian
izchezvai izchezvai izchezvai izchezvai,Bulgarian
polovina beshe kupil polovina beshe kupil,Bulgarian
ti kakvo ti kakvo ti kakvo ti kakvo ti kakvo,Bulgarian
tazi kokoshka tazi kokoshka tazi kokoshka tazi,Bulgarian
poluchavali ot lavata poluchavali ot lavata,Bulgarian
znaesh maika znaesh maika znaesh maika znaesh,Bulgarian
voto li za voto li za voto li za voto li za voto,Bulgarian
za dnes za dnes za dnes za dnes za dnes,Bulgarian
napravi nishcho zashchoto napravi nishcho,Bulgarian
brat mi brat mi brat mi brat mi brat mi,Bulgarian
kha angliiskiia i kha angliiskiia i kha,Bulgarian
chuvstvashe che chuvstvashe che chuvstvashe che,Bulgarian
me alis kupr me alis kupr me alis kupr me alis,Bulgarian
napravi niakolko moderni napravi niakolko,Bulgarian
proplaka elito proplaka elito proplaka elito,Bulgarian
ravo da otkachish ravo da otkachish ravo da,Bulgarian
pochne razsledvaniia pochne razsledvaniia pochne,Bulgarian
toi niamashe smelost toi niamashe smelost toi,Bulgarian
tova triabvashe tova triabvashe tova triabvashe,Bulgarian
ne viarvam da ne viarvam da ne viarvam da ne,Bulgarian
zo dokato ne zo dokato ne zo dokato ne zo dokato,Bulgarian
neveroiatna tolkova poistinska neveroiatna,Bulgarian
sheniia mezhdu teb sheniia mezhdu teb sheniia,Bulgarian
i dobri priiateli i dobri priiateli i dobri,Bulgarian
i naistina i naistina i naistina i naistina i,Bulgarian
velichkov velichkov velichkov velichkov,Bulgarian
kak mozhakh kak mozhakh kak mozhakh kak mozhakh,Bulgarian
to detsata ne to detsata ne to detsata ne to,Bulgarian
edni se edni se edni se edni se edni se,Bulgarian
tova niama tova niama tova niama tova niama tova,Bulgarian
taka i taka i taka i taka i taka i,Bulgarian
ne znam ne znam ne znam ne znam ne znam,Bulgarian
nali go nali go nali go nali go nali go,Bulgarian
kakto im kakto im kakto im kakto im kakto im,Bulgarian
razszhdava realno razszhdava realno razszhdava,Bulgarian
vazhnoto e vazhnoto e vazhnoto e vazhnoto e,Bulgarian
sladkarnitsata sladkarnitsata sladkarnitsata,Bulgarian
pk i khimichkata pk i khimichkata pk i,Bulgarian
nie ia nie ia nie ia nie ia nie ia,Bulgarian
chi che si chi che si chi che si chi che si chi,Bulgarian
shche otida shche otida shche otida shche otida,Bulgarian
ima li ima li ima li ima li ima li,Bulgarian
tvoeto obiasnenie siakash tvoeto obiasnenie,Bulgarian
drug pt ne drug pt ne drug pt ne drug pt ne drug,Bulgarian
nikoga predi nikoga predi nikoga predi nikoga,Bulgarian
spoleti uchastta na spoleti uchastta na spoleti,Bulgarian
i edva se i edva se i edva se i edva se i edva,Bulgarian
ili mozhe ili mozhe ili mozhe ili mozhe ili,Bulgarian
ka poveche se ka poveche se ka poveche se ka,Bulgarian
ta glupost ta glupost ta glupost ta glupost ta,Bulgarian
ne spazva vecherniia ne spazva vecherniia ne,Bulgarian
iavno shcheshe iavno shcheshe iavno shcheshe,Bulgarian
ne sa me ne sa me ne sa me ne sa me ne sa me,Bulgarian
vorka vsiako zlo vorka vsiako zlo vorka vsiako,Bulgarian
ze napravo bezsmislena ze napravo bezsmislena ze,Bulgarian
tova razbira tova razbira tova razbira tova,Bulgarian
vi stigne vremeto vi stigne vremeto vi stigne,Bulgarian
chanta i bez chanta i bez chanta i bez chanta i,Bulgarian
triabva da prekaliava triabva da prekaliava,Bulgarian
tazi noshch tazi noshch tazi noshch tazi noshch,Bulgarian
misleshe che misleshe che misleshe che misleshe,Bulgarian
brza podinamichna ot brza podinamichna ot brza,Bulgarian
no tezi no tezi no tezi no tezi no tezi,Bulgarian
sa dvamata sa dvamata sa dvamata sa dvamata sa,Bulgarian
emo si emo si emo si emo si emo si,Bulgarian
izostren na bashchino izostren na bashchino,Bulgarian
li si kogato li si kogato li si kogato li si,Bulgarian
pusne li ili pusne li ili pusne li ili pusne li,Bulgarian
ot staiata ot staiata ot staiata ot staiata ot,Bulgarian
vat  promrmori vat  promrmori vat  promrmori vat,Bulgarian
razpraviam za tova razpraviam za tova razpraviam,Bulgarian
stanito kak khubavo stanito kak khubavo stanito,Bulgarian
chasovnika si sedna chasovnika si sedna,Bulgarian
no rabotata no rabotata no rabotata no rabotata,Bulgarian
vobshche nomert vobshche nomert vobshche nomert,Bulgarian
ili ne sa ili ne sa ili ne sa ili ne sa ili ne,Bulgarian
o gospodi o gospodi o gospodi o gospodi o,Bulgarian
voto mu doide voto mu doide voto mu doide voto,Bulgarian
vsichko koeto vsichko koeto vsichko koeto,Bulgarian
napravi neshcho nevzmozhno napravi neshcho,Bulgarian
vtoriia chas a vtoriia chas a vtoriia chas a,Bulgarian
shche mozhesh shche mozhesh shche mozhesh shche,Bulgarian
az da bda az da bda az da bda az da bda az da,Bulgarian
shchiakhme da shchiakhme da shchiakhme da,Bulgarian
sito chiiato roklia sito chiiato roklia sito,Bulgarian
tochno v tochno v tochno v tochno v tochno v,Bulgarian
nishcho poveche dovizhdane nishcho poveche,Bulgarian
vikat te na vikat te na vikat te na vikat te na,Bulgarian
tia beshe tia beshe tia beshe tia beshe tia,Bulgarian
belezhnik che na belezhnik che na belezhnik che,Bulgarian
beshe doshla beshe doshla beshe doshla beshe,Bulgarian
misli za marina misli za marina misli za marina,Bulgarian
gledam piiani gledam piiani gledam piiani gledam,Bulgarian
ela da pishesh ela da pishesh ela da pishesh ela,Bulgarian
urok po vzdrzhanost urok po vzdrzhanost urok po,Bulgarian
ta suchenichka ta suchenichka ta suchenichka ta,Bulgarian
to stigna topkata to stigna topkata to stigna,Bulgarian
pridobilo dovolno izrazhenie pridobilo dovolno,Bulgarian
uspokoi i se uspokoi i se uspokoi i se uspokoi i,Bulgarian
bezrazlichen km bezrazlichen km bezrazlichen km,Bulgarian
fonnite zapisi koito fonnite zapisi koito,Bulgarian
choveka lkhti ot choveka lkhti ot choveka lkhti,Bulgarian
mu koito ne mu koito ne mu koito ne mu koito ne,Bulgarian
mozhekha da napraviat mozhekha da napraviat,Bulgarian
baraban na edin baraban na edin baraban na edin,Bulgarian
izleze s teb izleze s teb izleze s teb izleze s,Bulgarian
ka elito i ka elito i ka elito i ka elito i ka,Bulgarian
vie kato vie kato vie kato vie kato vie kato,Bulgarian
nego pk nego pk nego pk nego pk nego pk,Bulgarian
nito beshe pogrozna nito beshe pogrozna nito,Bulgarian
abiturientskiiat im bal abiturientskiiat im bal,Bulgarian
razbrakh che sa razbrakh che sa razbrakh che sa,Bulgarian
iskra stanakha iskra stanakha iskra stanakha,Bulgarian
zashchoto stavashe duma zashchoto stavashe duma,Bulgarian
velikoto slovo velikoto slovo velikoto slovo,Bulgarian
bleshchukat kato khubava bleshchukat kato,Bulgarian
shiri uchebnitsi chanti shiri uchebnitsi chanti,Bulgarian
trezvenite trezvenite trezvenite trezvenite,Bulgarian
se nabrzo se nabrzo se nabrzo se nabrzo se,Bulgarian
dori i dori i dori i dori i dori i,Bulgarian
lo kachamak lo kachamak lo kachamak lo kachamak,Bulgarian
chenitsite si i chenitsite si i chenitsite si i,Bulgarian
nali si nali si nali si nali si nali si,Bulgarian
nosheniia s niakoi nosheniia s niakoi nosheniia,Bulgarian
vdkhnovenie da e vdkhnovenie da e vdkhnovenie da,Bulgarian
i tova i tova i tova i tova i tova,Bulgarian
silite ni silite ni silite ni silite ni silite,Bulgarian
chash na merito chash na merito chash na merito,Bulgarian
kaza marina  kaza marina  kaza marina  kaza,Bulgarian
ne chuvstvash ne chuvstvash ne chuvstvash ne,Bulgarian
beshe mu beshe mu beshe mu beshe mu beshe mu,Bulgarian
emo beshe emo beshe emo beshe emo beshe emo,Bulgarian
po tozi po tozi po tozi po tozi po tozi,Bulgarian
shche spi shche spi shche spi shche spi shche,Bulgarian
kato klasa utikhna kato klasa utikhna kato klasa,Bulgarian
iavno  iavno  iavno  iavno  iavno,Bulgarian
nikoi niama nikoi niama nikoi niama nikoi niama,Bulgarian
a mistr a mistr a mistr a mistr a mistr,Bulgarian
nikoi ne beshe nikoi ne beshe nikoi ne beshe,Bulgarian
i temperaturata i temperaturata i temperaturata,Bulgarian
ushite krsto ushite krsto ushite krsto ushite,Bulgarian
tora koiato beshe tora koiato beshe tora koiato,Bulgarian
to na onaia to na onaia to na onaia to na onaia,Bulgarian
shiia klas v shiia klas v shiia klas v shiia,Bulgarian
go priiateli go priiateli go priiateli go,Bulgarian
vpechatlenie posrnaloto litse vpechatlenie,Bulgarian
no niamashe no niamashe no niamashe no niamashe,Bulgarian
vsichko prezhiviano i vsichko prezhiviano i,Bulgarian
az viarvam az viarvam az viarvam az viarvam az,Bulgarian
klas zabrzana i klas zabrzana i klas zabrzana i,Bulgarian
to vinagi radostno to vinagi radostno to vinagi,Bulgarian
tia pone tia pone tia pone tia pone tia pone,Bulgarian
pazeshe se drugite pazeshe se drugite pazeshe se,Bulgarian
klasa da ne klasa da ne klasa da ne klasa da ne,Bulgarian
negovite prvi negovite prvi negovite prvi,Bulgarian
neka te misliat neka te misliat neka te misliat,Bulgarian
dosega ne dosega ne dosega ne dosega ne dosega,Bulgarian
obadi se elito obadi se elito obadi se elito,Bulgarian
raboti no vie raboti no vie raboti no vie raboti,Bulgarian
sinus alfa sinus alfa sinus alfa sinus alfa,Bulgarian
uzhasna brkotiia uzhasna brkotiia uzhasna,Bulgarian
prilicha na prilicha na prilicha na prilicha na,Bulgarian
vleze klasnata im vleze klasnata im vleze,Bulgarian
pod edno pod edno pod edno pod edno pod edno,Bulgarian
biakha namesili drugite biakha namesili drugite,Bulgarian
mu se zaicheto mu se zaicheto mu se zaicheto mu,Bulgarian
i dnes i i dnes i i dnes i i dnes i i dnes i,Bulgarian
siakash kshchite siakash kshchite siakash,Bulgarian
razgovaria s neia razgovaria s neia razgovaria s,Bulgarian
chukna na drvo chukna na drvo chukna na drvo,Bulgarian
vsichko vsichko vsichko vsichko vsichko,Bulgarian
povtariam vi povtariam vi povtariam vi povtariam,Bulgarian
nashite uchenitsi nashite uchenitsi nashite,Bulgarian
eto az eto az eto az eto az eto az,Bulgarian
prosto iskashe da prosto iskashe da prosto,Bulgarian
misl beshe da misl beshe da misl beshe da misl,Bulgarian
sledvashchiia den sled sledvashchiia den sled,Bulgarian
emo pak emo pak emo pak emo pak emo pak,Bulgarian
vash da me vash da me vash da me vash da me vash,Bulgarian
da ia kazhesh da ia kazhesh da ia kazhesh da ia,Bulgarian
pti da se pti da se pti da se pti da se pti da,Bulgarian
samo zaradi proiavenoto samo zaradi proiavenoto,Bulgarian
a druga v a druga v a druga v a druga v a druga,Bulgarian
prikhvashchat edni prikhvashchat edni,Bulgarian
shche mi shche mi shche mi shche mi shche mi,Bulgarian
prez ramo i prez ramo i prez ramo i prez ramo i,Bulgarian
zemni kosmonavti na zemni kosmonavti na zemni,Bulgarian
lata shche se lata shche se lata shche se lata,Bulgarian
eto gardzhe eto gardzhe eto gardzhe eto gardzhe,Bulgarian
che ne mozhe che ne mozhe che ne mozhe che ne,Bulgarian
toi ia toi ia toi ia toi ia toi ia,Bulgarian
nedei da nedei da nedei da nedei da nedei da,Bulgarian
neochakvan gost neochakvan gost neochakvan gost,Bulgarian
natiakval che pishe natiakval che pishe,Bulgarian
ko mezhduchasie debneshe ko mezhduchasie,Bulgarian
po domovete si po domovete si po domovete si po,Bulgarian
nastrana i tiakh nastrana i tiakh nastrana i,Bulgarian
idvashe mu da idvashe mu da idvashe mu da,Bulgarian
bov niama da bov niama da bov niama da bov niama,Bulgarian
shestnadeseta glava shestnadeseta glava,Bulgarian
vseki s vseki s vseki s vseki s vseki s,Bulgarian
onova zaiche shche onova zaiche shche onova,Bulgarian
kazhi kakvo kazhi kakvo kazhi kakvo kazhi kakvo,Bulgarian
neponiatnite chertezhi i neponiatnite chertezhi,Bulgarian
togaz ot togaz ot togaz ot togaz ot togaz ot,Bulgarian
takava maniachka  takava maniachka  takava,Bulgarian
a minalite godini a minalite godini a minalite,Bulgarian
pochval da pie pochval da pie pochval da pie,Bulgarian
men kolkoto i men kolkoto i men kolkoto i men,Bulgarian
ti pregrshchal ti pregrshchal ti pregrshchal ti,Bulgarian
mashe da spechelim mashe da spechelim mashe da,Bulgarian
nie ss nie ss nie ss nie ss nie ss,Bulgarian
liashe nad nego liashe nad nego liashe nad nego,Bulgarian
vi gluposti vi gluposti vi gluposti vi gluposti,Bulgarian
merito kreshcheshe merito kreshcheshe merito,Bulgarian
onezi ogranicheni lichnosti onezi ogranicheni,Bulgarian
nito na nito na nito na nito na nito na,Bulgarian
na sledvashchata na sledvashchata na,Bulgarian
nosikha go nosikha go nosikha go nosikha go,Bulgarian
i v svoeto i v svoeto i v svoeto i v svoeto i v,Bulgarian
neradostni kontseptsii na neradostni kontseptsii,Bulgarian
mozhe i mozhe i mozhe i mozhe i mozhe i,Bulgarian
prekalen svetets  prekalen svetets  prekalen,Bulgarian
la v sredata la v sredata la v sredata la v,Bulgarian
merito se merito se merito se merito se merito,Bulgarian
dlboko slavcho i dlboko slavcho i dlboko slavcho,Bulgarian
veche kato veche kato veche kato veche kato,Bulgarian
oshche sveteshe i oshche sveteshe i oshche,Bulgarian
beshe spala ss beshe spala ss beshe spala ss,Bulgarian
onova zaiche onova zaiche onova zaiche onova,Bulgarian
godini  godini  godini  godini  godini,Bulgarian
bozhe moi bozhe moi bozhe moi bozhe moi bozhe,Bulgarian
nikoga ni nikoga ni nikoga ni nikoga ni nikoga,Bulgarian
izdrzhish pri razdialata izdrzhish pri,Bulgarian
che mozhe i che mozhe i che mozhe i che mozhe i,Bulgarian
da vrvi da vrvi da vrvi da vrvi da vrvi,Bulgarian
luchi dvoika luchi dvoika luchi dvoika luchi,Bulgarian
dosega kakvoto dosega kakvoto dosega kakvoto,Bulgarian
te zhiveiat te zhiveiat te zhiveiat te zhiveiat,Bulgarian
maika ti maika ti maika ti maika ti maika ti,Bulgarian
prosto ne sa prosto ne sa prosto ne sa prosto ne,Bulgarian
mnogo sa mnogo sa mnogo sa mnogo sa mnogo sa,Bulgarian
izmchikhte zaitsite izmchikhte zaitsite,Bulgarian
vie ste vie ste vie ste vie ste vie ste,Bulgarian
ka prva grupa ka prva grupa ka prva grupa ka,Bulgarian
dostatchno e dostatchno e dostatchno e,Bulgarian
chestni i doblestni chestni i doblestni chestni,Bulgarian
rito i vpi rito i vpi rito i vpi rito i vpi rito,Bulgarian
tia go tia go tia go tia go tia go,Bulgarian
shchiakhme vzaimno shchiakhme vzaimno shchiakhme,Bulgarian
sigurno ima sigurno ima sigurno ima sigurno ima,Bulgarian
devetoklasnitsite se devetoklasnitsite se,Bulgarian
a tova a tova a tova a tova a tova,Bulgarian
izvika tia izvika tia izvika tia izvika tia,Bulgarian
pochna da udria pochna da udria pochna da udria,Bulgarian
dotegnalo dotegnalo dotegnalo dotegnalo,Bulgarian
na klasniia na klasniia na klasniia na klasniia,Bulgarian
ostavi me ostavi me ostavi me ostavi me ostavi,Bulgarian
zavedeniia zavedeniia zavedeniia zavedeniia,Bulgarian
naniiata si za naniiata si za naniiata si za,Bulgarian
chantite i napusnete chantite i napusnete,Bulgarian
direktorkata i kaza direktorkata i kaza,Bulgarian
koi ia koi ia koi ia koi ia koi ia,Bulgarian
tezi razbiraniia tezi razbiraniia tezi,Bulgarian
to i dvete to i dvete to i dvete to i dvete to i,Bulgarian
zhe naplno da zhe naplno da zhe naplno da zhe,Bulgarian
che ne che ne che ne che ne che ne,Bulgarian
vv vzdukha chantata vv vzdukha chantata vv,Bulgarian
dokato se useti dokato se useti dokato se useti,Bulgarian
samo sa samo sa samo sa samo sa samo sa,Bulgarian
triabva taka da triabva taka da triabva taka da,Bulgarian
otstpnitsa otstpnitsa otstpnitsa otstpnitsa,Bulgarian
vite kato kiril vite kato kiril vite kato kiril,Bulgarian
izdrzhim na tazi izdrzhim na tazi izdrzhim na,Bulgarian
sega edinstveniiat sega edinstveniiat sega,Bulgarian
polovin litr polovin litr polovin litr polovin,Bulgarian
kite khora sa kite khora sa kite khora sa kite,Bulgarian
i nadiga da i nadiga da i nadiga da i nadiga da,Bulgarian
prednoto mezhduchasie beshe prednoto,Bulgarian
marina beshe blizo marina beshe blizo marina,Bulgarian
falshifika falshifika falshifika falshifika,Bulgarian
ako iskash ako iskash ako iskash ako iskash ako,Bulgarian
sueveren nali znaesh sueveren nali znaesh,Bulgarian
glas merito glas merito glas merito glas merito,Bulgarian
razocharovame nakraia razocharovame nakraia,Bulgarian
pk toi pk toi pk toi pk toi pk toi,Bulgarian
dobra priiatelka na dobra priiatelka na dobra,Bulgarian
v tova v tova v tova v tova v tova,Bulgarian
emo znaeshe che emo znaeshe che emo znaeshe che,Bulgarian
ako pochnat da ako pochnat da ako pochnat da ako,Bulgarian
magnetofona i go magnetofona i go magnetofona i,Bulgarian
misli che misli che misli che misli che misli,Bulgarian
ne znaeshe kakvo ne znaeshe kakvo ne znaeshe,Bulgarian
komunizm izleze s komunizm izleze s komunizm,Bulgarian
pk na niksna pk na niksna pk na niksna pk na,Bulgarian
obadi se klasnata obadi se klasnata obadi se,Bulgarian
sa postignali nishcho sa postignali nishcho sa,Bulgarian
estestveno ne mozhesh estestveno ne mozhesh,Bulgarian
ako go ako go ako go ako go ako go,Bulgarian
metra kosa  metra kosa  metra kosa  metra kosa,Bulgarian
otnasia se otnasia se otnasia se otnasia se,Bulgarian
do kraia do kraia do kraia do kraia do kraia,Bulgarian
ili che tova ili che tova ili che tova ili che,Bulgarian
predmeta na predmeta na predmeta na predmeta na,Bulgarian
ta militsiia tuk ta militsiia tuk ta militsiia,Bulgarian
ravila glupostta da ravila glupostta da ravila,Bulgarian
rektor na gimnaziia rektor na gimnaziia rektor,Bulgarian
udoben da se udoben da se udoben da se udoben da,Bulgarian
to detinstvo to detinstvo to detinstvo to,Bulgarian
shche gi vidish shche gi vidish shche gi vidish,Bulgarian
vsichki drugi nauki vsichki drugi nauki vsichki,Bulgarian
negovi rozhbi negovi rozhbi negovi rozhbi negovi,Bulgarian
opravi polozhenieto opravi polozhenieto opravi,Bulgarian
v dushata v dushata v dushata v dushata v,Bulgarian
chudnovata chudnovata chudnovata chudnovata,Bulgarian
stignat leglata stignat leglata stignat leglata,Bulgarian
ivancho izreva ivancho izreva ivancho izreva,Bulgarian
tia dori tia dori tia dori tia dori tia dori,Bulgarian
khvanal i iskashe khvanal i iskashe khvanal i,Bulgarian
nashite sa nashite sa nashite sa nashite sa,Bulgarian
vsichko pr vsichko pr vsichko pr vsichko pr,Bulgarian
i zaradi i zaradi i zaradi i zaradi i zaradi,Bulgarian
ili napravo s ili napravo s ili napravo s ili,Bulgarian
tvoia uspekh v tvoia uspekh v tvoia uspekh v,Bulgarian
zinformirashcha aktsiia po zinformirashcha,Bulgarian
kakto vinagi izpolzvakha kakto vinagi,Bulgarian
stana taka stana taka stana taka stana taka,Bulgarian
zapoznal vchera zapoznal vchera zapoznal vchera,Bulgarian
ko mezhduchasie a ko mezhduchasie a ko,Bulgarian
znachi pavlina se znachi pavlina se znachi,Bulgarian
i sega ne i sega ne i sega ne i sega ne i sega,Bulgarian
nakara raicho nakara raicho nakara raicho nakara,Bulgarian
vrvi pesh dori vrvi pesh dori vrvi pesh dori,Bulgarian
chasovnika si chasovnika si chasovnika si,Bulgarian
oia odrg oia odrg oia odrg oia odrg oia odrg,Bulgarian
eto si reshila eto si reshila eto si reshila eto,Bulgarian
povecheto otide povecheto otide povecheto otide,Bulgarian
sami razplakani i sami razplakani i sami,Bulgarian
liubopitstvo liubopitstvo liubopitstvo,Bulgarian
veche kakvo da veche kakvo da veche kakvo da,Bulgarian
ako nauchish ako nauchish ako nauchish ako,Bulgarian
ne mu se ne mu se ne mu se ne mu se ne mu se,Bulgarian
tia mu beshe tia mu beshe tia mu beshe tia mu,Bulgarian
imashe niakakvi imashe niakakvi imashe niakakvi,Bulgarian
sled edin chas sled edin chas sled edin chas,Bulgarian
tri godini za tri godini za tri godini za tri,Bulgarian
izglezhda se izglezhda se izglezhda se izglezhda,Bulgarian
beshe strakhotno beshe strakhotno beshe,Bulgarian
na edin na edin na edin na edin na edin,Bulgarian
dzhesito go dzhesito go dzhesito go dzhesito go,Bulgarian
vrna slavcho vrna slavcho vrna slavcho vrna,Bulgarian
deto go poznava deto go poznava deto go poznava,Bulgarian
kato grm kato grm kato grm kato grm kato grm,Bulgarian
znaesh kakvo da znaesh kakvo da znaesh kakvo da,Bulgarian
nie shche nie shche nie shche nie shche nie,Bulgarian
tvoreniia v koito tvoreniia v koito tvoreniia v,Bulgarian
gi zamestva s gi zamestva s gi zamestva s gi,Bulgarian
niama nishcho niama nishcho niama nishcho niama,Bulgarian
minuti do kraia minuti do kraia minuti do kraia,Bulgarian
dolni intrigi dolni intrigi dolni intrigi dolni,Bulgarian
izchezvai i da izchezvai i da izchezvai i da,Bulgarian
emo da  emo da  emo da  emo da  emo da,Bulgarian
posle popita posle popita posle popita posle,Bulgarian
te iskat te iskat te iskat te iskat te iskat,Bulgarian
s dimiashcha tsigara s dimiashcha tsigara s,Bulgarian
izchezvat kakto i izchezvat kakto i izchezvat,Bulgarian
napravi  napravi  napravi  napravi  napravi,Bulgarian
zanimava s tazi zanimava s tazi zanimava s tazi,Bulgarian
naradvat edin na naradvat edin na naradvat edin,Bulgarian
prikazki s koito prikazki s koito prikazki s,Bulgarian
a merito a merito a merito a merito a merito,Bulgarian
alfa vrkhu kosinusa alfa vrkhu kosinusa alfa,Bulgarian
stmni porano  stmni porano  stmni porano  stmni,Bulgarian
tova sa tova sa tova sa tova sa tova sa,Bulgarian
az vse az vse az vse az vse az vse,Bulgarian
pk tazi posred pk tazi posred pk tazi posred pk,Bulgarian
stresna ot izzvniavaneto stresna ot,Bulgarian
vika che interesite vika che interesite vika che,Bulgarian
kht li shche kht li shche kht li shche kht li,Bulgarian
no direktort no direktort no direktort no,Bulgarian
dlzhni da ti dlzhni da ti dlzhni da ti dlzhni da,Bulgarian
vie drugarko vie drugarko vie drugarko vie,Bulgarian
da se zanimavam da se zanimavam da se zanimavam,Bulgarian
iznenada iznenada iznenada iznenada iznenada,Bulgarian
len ot neshcho len ot neshcho len ot neshcho len,Bulgarian
tia nishcho ne tia nishcho ne tia nishcho ne tia,Bulgarian
viarvam che viarvam che viarvam che viarvam che,Bulgarian
ravi me neka ravi me neka ravi me neka ravi me,Bulgarian
bitsirvam po tozi bitsirvam po tozi bitsirvam po,Bulgarian
to elito im to elito im to elito im to elito im,Bulgarian
prestplenie reputatsiiata e prestplenie,Bulgarian
shche mi se shche mi se shche mi se shche mi se,Bulgarian
tina pochuvstva ot tina pochuvstva ot tina,Bulgarian
